2.800000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00
2.800000000000000000e+01,2.900000000000000000e+01,0.000000000000000000e+00
2.900000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00
2.900000000000000000e+01,2.900000000000000000e+01,0.000000000000000000e+00
3.300000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
3.300000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00
3.400000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
3.400000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00
3.500000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
3.500000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00
3.600000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
3.600000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
4.100000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00
4.100000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
4.200000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00
4.200000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
4.300000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00
4.300000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
4.400000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00
4.400000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
4.500000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00
4.500000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00
7.000000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
7.000000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00
7.100000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
7.100000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00
7.100000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00
7.300000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
7.300000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00
7.300000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00
7.400000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
7.400000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00
7.500000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
7.500000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00
1.050000000000000000e+02,2.100000000000000000e+01,0.000000000000000000e+00
1.050000000000000000e+02,3.200000000000000000e+01,0.000000000000000000e+00
1.060000000000000000e+02,2.100000000000000000e+01,0.000000000000000000e+00
1.060000000000000000e+02,3.200000000000000000e+01,0.000000000000000000e+00
1.070000000000000000e+02,2.100000000000000000e+01,0.000000000000000000e+00
1.070000000000000000e+02,3.200000000000000000e+01,0.000000000000000000e+00
1.230000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
1.230000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00
1.500000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
1.500000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00
1.540000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
1.540000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00
1.890000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00
1.890000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
1.900000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00
1.900000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
1.910000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00
1.910000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
1.920000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00
1.920000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
1.930000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00
1.930000000000000000e+02,2.300000000000000000e+01,0.000000000000000000e+00
2.280000000000000000e+02,1.900000000000000000e+01,0.000000000000000000e+00
2.280000000000000000e+02,2.200000000000000000e+01,0.000000000000000000e+00
2.290000000000000000e+02,1.900000000000000000e+01,0.000000000000000000e+00
2.290000000000000000e+02,2.200000000000000000e+01,0.000000000000000000e+00
2.300000000000000000e+02,1.900000000000000000e+01,0.000000000000000000e+00
2.300000000000000000e+02,2.200000000000000000e+01,0.000000000000000000e+00
2.410000000000000000e+02,4.400000000000000000e+01,0.000000000000000000e+00
2.410000000000000000e+02,1.950000000000000000e+02,0.000000000000000000e+00
2.730000000000000000e+02,2.000000000000000000e+01,0.000000000000000000e+00
2.730000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00
2.740000000000000000e+02,2.000000000000000000e+01,0.000000000000000000e+00
2.740000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00
2.750000000000000000e+02,2.000000000000000000e+01,0.000000000000000000e+00
2.750000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00
2.760000000000000000e+02,2.000000000000000000e+01,0.000000000000000000e+00
2.760000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00
2.820000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00
2.820000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
2.830000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00
2.830000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
2.840000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00
2.840000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
2.850000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00
2.850000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
2.860000000000000000e+02,3.600000000000000000e+01,0.000000000000000000e+00
2.860000000000000000e+02,4.300000000000000000e+01,0.000000000000000000e+00
